,地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
1637,14,2020/1/6,750.0,45.5,16.5,,辦公商業大樓,11~20,十二層/十三層,房地(土地+建物)+車位,土:1 建:2車:1,,,有,,1,
1638,14,2019/11/18,851.0,89.9,9.47,64.38%,套房(1房(1廳)1衛),11~20,七層/十三層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,含增建或未登記建物。依仲介公司提供之資料登錄
1639,14,2019/9/12,794.0,34.7,22.85,32.48%,住宅大樓(11層含以上有電梯),11~20,十三層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,11,,有,,1,親友、員工或其他特殊關係間之交易。;
1640,14,2019/6/15,1255.0,86.7,14.47,63.53%,套房(1房(1廳)1衛),11~20,八層/十三層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,
1641,14,2019/5/8,5028.0,74.3,67.63,58.82%,住宅大樓(11層含以上有電梯),11~20,十三層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,,1,含增建或未登記建物。;
1642,14,2019/4/14,1120.0,84.9,13.2,57.62%,套房(1房(1廳)1衛),11~20,五層/十三層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,
1643,14,2019/1/29,828.0,87.5,9.47,64.38%,套房(1房(1廳)1衛),11~20,八層/十三層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,含增建或未登記建物。
1644,14,2019/1/25,1250.0,86.4,14.47,63.53%,住宅大樓(11層含以上有電梯),11~20,十三層/十三層,房地(土地+建物),土:1 建:1車:0,11,,有,,1,含增建或未登記建物。
1645,14,2019/1/14,1225.0,83.6,14.65,62.76%,住宅大樓(11層含以上有電梯),11~20,十二層/十三層,房地(土地+建物),土:1 建:1車:0,4,,有,,1,
1646,14,2019/3/16,966.0,114.1,8.46,,店面（店舖),11~20,一層/十四層,房地(土地+建物),土:1 建:1車:0,20,,有,,1,含增建或未登記建物。;
1647,14,2024/1/21,1615.0,124.2,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十二層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,夾層;
1648,14,2024/1/7,3020.0,104.6,28.88,55.71%,住宅大樓(11層含以上有電梯),11~20,五層/十八層,房地(土地+建物),土:1 建:1車:0,6,,有,有,0,陽台外推;
1649,14,2023/11/26,1620.0,124.6,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十三層/十八層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,陽台外推;夾層;
1650,14,2023/10/14,1612.0,124.0,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十七層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;
1651,14,2023/10/3,3100.0,85.9,36.09,44.60%,住宅大樓(11層含以上有電梯),11~20,十六層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,,,有,有,0,陽台外推;
1652,14,2023/9/11,1438.0,110.6,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,七層/十八層,房地(土地+建物),土:1 建:1車:0,,,有,有,0,陽台外推;
1653,14,2023/4/16,3005.0,102.8,29.23,55.03%,住宅大樓(11層含以上有電梯),11~20,七層/十八層,房地(土地+建物),土:1 建:1車:0,6,,有,有,0,陽台外推;
1654,14,2023/3/28,1380.0,106.1,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十二層/十八層,房地(土地+建物),土:1 建:1車:0,,,有,有,0,陽台外推;
1655,14,2023/3/17,1400.0,107.7,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;
1656,14,2023/3/4,2250.0,111.5,20.18,51.84%,住宅大樓(11層含以上有電梯),11~20,五層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台改建其他增建;
1657,14,2023/1/18,2568.0,98.5,26.06,60.24%,住宅大樓(11層含以上有電梯),11~20,四層/十八層,房地(土地+建物),土:1 建:1車:0,6,,有,有,0,陽台外推;
1658,14,2022/8/30,1850.0,112.6,16.43,50.33%,住宅大樓(11層含以上有電梯),11~20,十層/十八層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,夾層;
1659,14,2022/7/21,2813.0,107.1,26.26,59.78%,住宅大樓(11層含以上有電梯),11~20,九層/十八層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,陽台外推;夾層;
1660,14,2022/6/28,3200.0,110.8,28.88,55.71%,住宅大樓(11層含以上有電梯),11~20,十二層/十八層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,陽台外推;
1661,14,2022/6/21,1300.0,100.0,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,四層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;
1662,14,2022/6/21,1620.0,124.6,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十八層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;
1663,14,2022/5/25,1389.0,106.8,13.0,60.08%,住宅大樓(11層含以上有電梯),11~20,五層/十八層,房地(土地+建物),土:1 建:1車:0,,,有,有,0,陽台外推;
1664,14,2022/4/25,1400.0,107.7,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十四層/十八層,房地(土地+建物),土:1 建:1車:0,,,有,有,0,陽台外推;
1665,14,2022/3/23,3418.6,118.4,28.88,55.71%,住宅大樓(11層含以上有電梯),11~20,十二層/十八層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,1.本案以美金1186200元交易，以111.03.23日台銀收盤價換算成34186284元新台幣申報。 2.本案為二親等買賣。親友、員工、共有人或其他特殊關係間之交易;
1666,14,2022/2/27,1426.0,109.7,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十三層/十八層,房地(土地+建物),土:1 建:1車:0,,,有,有,0,陽台外推;
1667,14,2021/10/31,5950.0,97.9,60.75,65.85%,華廈(10層含以下有電梯),11~20,四層/八層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,有,0,其他增建;
1668,14,2021/10/20,4600.0,116.4,39.52,66.20%,住宅大樓(11層含以上有電梯),11~20,十四層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,陽台外推;
1669,14,2021/8/23,1422.0,109.3,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十三層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;其他增建;
1670,14,2021/8/3,1395.0,107.3,13.0,60.08%,住宅大樓(11層含以上有電梯),11~20,十六層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;
1671,14,2021/7/29,1425.0,109.6,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十五層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;
1672,14,2021/7/18,1418.0,109.0,13.0,60.08%,住宅大樓(11層含以上有電梯),11~20,六層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;其他增建;
1673,14,2021/4/25,1385.0,106.5,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,七層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;
1674,14,2021/4/4,1370.0,105.3,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十四層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;
1675,14,2021/2/16,2568.0,97.9,26.22,59.88%,住宅大樓(11層含以上有電梯),11~20,五層/十八層,房地(土地+建物),土:1 建:1車:0,17,,有,有,0,陽台外推;夾層;其他增建;
1676,14,2021/1/19,1400.0,107.7,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十四層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,陽台外推;夾層;
1677,14,2020/12/8,3220.0,89.2,36.09,44.58%,住宅大樓(11層含以上有電梯),11~20,十七層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,9,,有,有,0,陽台外推;
1678,14,2020/12/8,630.0,30.4,20.72,50.47%,住宅大樓(11層含以上有電梯),11~20,九層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
1679,14,2020/11/27,2830.0,98.0,28.88,55.71%,住宅大樓(11層含以上有電梯),11~20,十五層/十八層,房地(土地+建物),土:1 建:1車:0,9,,有,有,0,陽台外推;
1680,14,2020/6/20,3068.0,70.9,43.3,37.20%,住宅大樓(11層含以上有電梯),11~20,十六層/十八層,房地(土地+建物)+車位,土:1 建:1車:2,11,,有,有,0,陽台外推;
1681,14,2020/5/30,4450.0,86.6,51.41,65.76%,華廈(10層含以下有電梯),11~20,四層/八層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,其他增建;
1682,14,2020/5/12,1200.0,92.3,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,十一層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。
1683,14,2020/3/22,1285.0,98.8,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,八層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。;
1684,14,2020/3/15,2768.0,119.0,23.27,65.06%,華廈(10層含以下有電梯),11~20,八層/八層,房地(土地+建物),土:1 建:1車:0,2,,有,,0,含增建或未登記建物。;
1685,14,2020/1/10,2430.0,84.2,28.88,55.71%,住宅大樓(11層含以上有電梯),11~20,十五層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。;
1686,14,2019/10/17,1220.0,93.8,13.0,60.36%,套房(1房(1廳)1衛),11~20,五層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。依仲介公司提供之資料登錄
1687,14,2019/9/23,1250.0,96.1,13.0,60.08%,住宅大樓(11層含以上有電梯),11~20,六層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。依仲介公司提供之資料登錄
1688,14,2019/9/3,1700.0,84.1,20.22,38.87%,套房(1房(1廳)1衛),11~20,十三層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,16,,有,,0,親友、員工或其他特殊關係間之交易。;
1689,14,2019/6/16,1313.0,101.0,13.0,60.08%,套房(1房(1廳)1衛),11~20,十六層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。;
1690,14,2019/5/31,1318.0,101.3,13.0,60.36%,套房(1房(1廳)1衛),11~20,十七層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。
1691,14,2019/5/16,1350.0,103.8,13.0,60.36%,住宅大樓(11層含以上有電梯),11~20,七層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。依仲介公司提供之資料登錄
1692,14,2019/2/14,1300.0,100.0,13.0,60.36%,住宅大樓(11層含以上有電梯),6~10,十四層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。依仲介公司提供之資料登錄
1693,14,2019/1/29,1200.0,92.3,13.0,60.36%,住宅大樓(11層含以上有電梯),6~10,十三層/十八層,房地(土地+建物),土:1 建:1車:0,4,,有,,0,含增建或未登記建物。依仲介公司提供之資料登錄
1694,14,2019/1/27,1220.0,93.8,13.0,60.36%,套房(1房(1廳)1衛),6~10,十四層/十八層,房地(土地+建物),土:1 建:1車:0,20,,有,,0,含增建或未登記建物。;
1695,14,2019/12/20,2168.0,135.9,15.95,,店面（店舖),6~10,一層/十四層,房地(土地+建物),土:1 建:1車:0,23,,有,,2,
1696,14,2023/9/27,5000.0,126.4,39.55,50.76%,華廈(10層含以下有電梯),2~5,九層/九層,房地(土地+建物)+車位,土:1 建:1車:1,17,,有,有,0,塔式車位位於地下二層。陽台外推;
1697,14,2021/9/15,3800.0,106.4,35.71,52.74%,華廈(10層含以下有電梯),2~5,四層/九層,房地(土地+建物)+車位,土:1 建:1車:1,14,,有,有,0,陽台外推;
1698,14,2020/3/15,3400.0,102.2,33.28,43.40%,華廈(10層含以下有電梯),2~5,四層/九層,房地(土地+建物)+車位,土:1 建:1車:1,17,,有,,0,
1699,6,2021/3/25,1300.0,55.5,23.44,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,,,無,無,0,
1700,6,2023/10/17,1300.0,92.2,14.1,79.67%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,無,0,防火巷加蓋.天井加蓋之增建物陽台外推;夾層;其他增建;
1701,6,2020/11/22,1933.0,65.9,29.33,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,46,,無,無,0,其他增建;
1702,6,2020/10/9,1386.0,59.1,23.44,100.00%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,無,0,頂樓加蓋;
1703,6,2022/10/17,1200.0,69.4,17.3,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,9,,無,無,0,陽台外推;頂樓加蓋;
1704,6,2019/6/30,1350.0,57.6,23.44,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,,0,含增建或未登記建物。;
1705,6,2022/7/30,900.0,58.6,15.35,100.00%,公寓(5樓含以下無電梯),20+,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,11,,無,無,0,"增值稅266648元,代書費2500元,由買方支付 此物件為二等親買賣陽台外推;"
1706,6,2020/11/28,293.0,52.2,5.62,100.00%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,16,,無,無,0,
1707,6,2020/11/8,1200.0,64.2,18.69,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,其他增建;
1708,6,2020/8/20,1158.0,59.0,19.61,100.00%,公寓(5樓含以下無電梯),20+,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,10,,無,無,0,陽台外推;頂樓加蓋;其他增建;
1709,6,2024/1/20,2000.0,60.7,32.95,88.19%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;其他增建;
1710,6,2024/1/6,1970.0,56.7,34.73,88.04%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,8,,無,無,0,陽台外推;
1711,6,2023/8/12,1778.0,80.7,22.03,86.24%,公寓(5樓含以下無電梯),20+,四層/四層,房地(土地+建物),土:1 建:1車:0,89,,無,無,0,增建項目：頂樓平台、前後陽台
1712,6,2023/6/6,720.0,33.0,21.8,86.90%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1713,6,2023/2/7,2588.0,94.1,27.49,86.38%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,其他增建;
1714,6,2023/2/3,2280.0,70.0,32.56,88.21%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,頂樓加蓋;
1715,6,2022/8/20,1800.0,64.2,28.04,86.07%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,其他增建;
1716,6,2022/1/9,1325.0,60.8,21.8,86.90%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,9,,無,無,0,陽台外推;
1717,6,2023/11/1,900.0,55.9,16.11,86.33%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,二親等主張買賣，實際交付價款。親友、員工、共有人或其他特殊關係間之交易;
1718,6,2023/10/28,1340.0,50.2,26.68,85.32%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1719,6,2023/10/17,350.0,29.2,11.98,85.46%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,1,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1720,6,2023/8/19,2030.0,66.1,30.73,87.44%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,其他增建;
1721,6,2023/6/18,2010.0,75.2,26.73,86.03%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,陽台外推;頂樓加蓋;其他增建;
1722,6,2023/5/23,1446.0,60.1,24.08,86.32%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,11,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1723,6,2023/2/14,1800.0,58.6,30.73,87.44%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;其他增建;
1724,6,2023/1/9,636.6,61.2,10.4,87.43%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,1,,無,無,0,土地權利1/15，建物權利1/3親友、員工、共有人或其他特殊關係間之交易;
1725,6,2022/12/11,1745.0,70.0,24.91,86.23%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,其他增建;
1726,6,2022/11/14,2000.0,65.1,30.73,87.44%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
1727,6,2022/1/13,1450.0,57.5,25.23,89.48%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,17,,無,無,0,陽台外推;其他增建;
1728,6,2021/10/21,2880.0,88.5,32.55,90.72%,公寓(5樓含以下無電梯),20+,"一層,停車場/五層",房地(土地+建物),土:1 建:1車:0,8,,無,無,3,其他增建;
1729,6,2024/1/30,1500.0,74.4,20.17,92.20%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,17,,有,有,0,
1730,6,2023/10/27,982.0,30.8,31.9,86.92%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1731,6,2023/10/25,1500.0,52.4,28.63,87.79%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
1732,6,2023/10/15,2000.0,73.9,27.06,89.10%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,陽台外推;其他增建;
1733,6,2023/7/10,870.0,54.0,16.11,86.33%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1734,6,2022/5/30,1820.0,73.1,24.91,86.23%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,17,,無,無,0,陽台外推;頂樓加蓋;其他增建;
1735,6,2022/3/12,1865.0,74.9,24.91,86.23%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,陽台外推;其他增建;
1736,6,2021/12/27,380.0,24.8,15.3,88.45%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,三親等間買賣 土地持分1/20建物持分1/2
1737,6,2021/1/5,325.0,68.2,4.76,87.94%,公寓(5樓含以下無電梯),20+,一層/五層,房地(土地+建物),土:1 建:1車:0,27,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1738,6,2020/7/29,700.0,55.3,12.65,85.85%,公寓(5樓含以下無電梯),20+,"一層,停車場/五層",房地(土地+建物)+車位,土:1 建:1車:1,27,,無,無,4,親友、員工、共有人或其他特殊關係間之交易;其他增建;
1739,6,2020/5/1,1630.0,47.2,34.57,76.51%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,,0,
1740,6,2020/1/20,1500.0,47.9,31.31,84.46%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,
1741,6,2022/10/16,2100.0,63.8,32.93,74.85%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,陽台外推;其他增建;
1742,6,2020/10/25,1580.0,59.1,26.73,86.03%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,其他增建;
1743,6,2020/9/13,1566.0,56.2,27.85,88.23%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,陽台外推;其他增建;
1744,6,2020/6/15,1530.0,56.1,27.25,86.82%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,陽台外推;頂樓加蓋;其他增建;
1745,6,2020/5/24,2750.0,79.2,34.73,87.68%,公寓(5樓含以下無電梯),20+,一層/四層,房地(土地+建物),土:1 建:1車:0,28,,無,,0,含增建或未登記建物。
1746,6,2020/5/3,1750.0,54.5,32.09,85.29%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,,0,含增建或未登記建物。;
1747,6,2019/7/12,2010.0,61.7,32.55,90.72%,公寓(5樓含以下無電梯),20+,"一層,停車場/五層",房地(土地+建物),土:1 建:1車:0,15,,無,,3,含增建或未登記建物。;
1748,6,2022/3/21,1718.0,63.5,27.06,89.10%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,陽台外推;其他增建;
1749,6,2021/10/26,1675.0,62.8,26.67,88.94%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,46,,無,無,0,
1750,6,2020/11/12,1550.0,44.1,35.11,89.79%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
1751,6,2020/8/23,1680.0,63.0,26.68,85.32%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,1,,無,無,0,陽台外推;其他增建;
1752,6,2020/5/24,1600.0,52.1,30.73,87.44%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
1753,6,2020/4/24,1450.0,63.5,22.84,82.00%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
1754,6,2019/12/20,880.0,28.6,30.73,87.44%,公寓(5樓含以下無電梯),20+,一層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,,1,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;
1755,6,2019/12/4,2000.0,43.8,45.63,82.57%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,親友、員工或其他特殊關係間之交易。;
1756,6,2019/1/15,1030.0,41.0,25.13,87.81%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,,0,含增建或未登記建物。;
1757,6,2024/1/21,2356.0,71.7,32.87,71.89%,住宅大樓(11層含以上有電梯),20+,三層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,其他增建;
1758,6,2022/10/13,1928.0,65.0,29.67,82.49%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,9,,無,無,3,陽台外推;
1759,6,2021/9/27,2008.0,61.0,32.92,73.52%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,90,,無,無,0,陽台外推;頂樓加蓋;其他增建;
1760,6,2021/8/30,60.0,19.6,3.06,95.84%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,10,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
1761,6,2021/8/10,60.0,19.6,3.06,95.84%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,10,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
1762,6,2019/10/21,1280.0,58.4,21.9,82.92%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,9,,無,,0,含增建或未登記建物。;
1763,6,2019/3/7,1531.0,42.8,35.78,74.21%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,,0,
1764,6,2022/2/15,255.6,28.1,9.11,76.59%,住宅大樓(11層含以上有電梯),20+,十層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,三親等買賣親友、員工、共有人或其他特殊關係間之交易;
1765,6,2022/1/27,546.0,30.6,17.87,86.95%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1766,6,2021/12/30,522.0,29.2,17.87,86.95%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1767,6,2021/12/21,1318.0,62.4,21.11,87.61%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,無,1,親友、員工、共有人或其他特殊關係間之交易;
1768,6,2021/11/29,245.9,27.0,9.11,76.59%,住宅大樓(11層含以上有電梯),20+,十層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
1769,6,2020/9/14,830.0,30.7,27.06,89.10%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1770,6,2019/11/24,1200.0,59.1,20.31,92.26%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,18,,有,,0,
1771,6,2019/4/8,400.0,33.4,11.98,85.46%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,1,,無,,0,親友、員工或其他特殊關係間之交易。;
1772,6,2019/1/20,1530.0,46.2,33.1,86.25%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,
1773,6,2022/7/27,2050.0,53.8,38.11,73.87%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
1774,6,2022/2/15,2900.0,65.8,44.09,74.72%,住宅大樓(11層含以上有電梯),20+,九層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,陽台外推;
1775,6,2021/8/24,1500.0,47.4,31.64,76.30%,住宅大樓(11層含以上有電梯),20+,六層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
1776,6,2021/6/16,2350.0,61.9,37.98,81.93%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;其他增建;
1777,6,2020/7/4,1930.0,58.9,32.79,81.99%,公寓(5樓含以下無電梯),20+,"一層,停車場/五層",房地(土地+建物),土:1 建:1車:0,9,,無,無,3,其他增建;
1778,6,2019/10/28,2400.0,61.1,39.26,64.58%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,含增建或未登記建物。
