,地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
6359,4,2023/12/1,3450.0,91.2,37.85,64.10%,住宅大樓(11層含以上有電梯),20+,十層/十二層,房地(土地+建物),土:2 建:1車:0,18,,有,有,0,陽台外推;其他增建;
6360,4,2023/11/13,3980.0,98.3,40.48,68.16%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:2 建:1車:0,8,,有,有,0,
6361,4,2023/11/10,3280.0,98.0,33.47,67.55%,住宅大樓(11層含以上有電梯),20+,五層/十二層,房地(土地+建物),土:2 建:1車:0,14,,有,有,0,其他增建;
6362,4,2023/10/28,2000.0,61.9,32.3,74.27%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
6363,4,2023/10/14,2818.0,90.3,31.22,72.70%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;其他增建;
6364,4,2023/10/5,658.2,23.6,27.94,70.05%,公寓(5樓含以下無電梯),20+,一層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,1,賣方出售75%之產權給其兒子及女兒親友、員工、共有人或其他特殊關係間之交易;
6365,4,2023/10/5,2688.0,78.2,34.39,77.57%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,46,,無,無,0,其他增建;
6366,4,2023/8/29,3700.0,102.8,35.98,80.22%,華廈(10層含以下有電梯),20+,一層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,1,其他增建;
6367,4,2023/3/6,2518.0,75.7,33.25,74.45%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,17,,無,有,0,
6368,4,2023/3/1,2550.0,81.7,31.22,72.70%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,17,,有,有,0,陽台外推;
6369,4,2023/2/23,2466.0,76.3,32.3,74.34%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6370,4,2023/1/11,2000.0,61.9,32.31,71.96%,華廈(10層含以下有電梯),20+,七層/七層,房地(土地+建物),土:1 建:1車:0,39,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
6371,4,2022/12/15,1150.0,71.2,16.15,74.36%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
6372,4,2022/7/15,2488.0,66.5,37.41,89.17%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:2 建:1車:0,67,,無,無,0,陽台外推;頂樓加蓋;
6373,4,2022/6/12,2250.0,59.5,37.84,88.65%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,8,,無,無,0,陽台外推;
6374,4,2022/6/8,2520.0,65.0,38.75,88.34%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,
6375,4,2022/5/2,2650.0,60.6,43.7,83.43%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,,,無,無,0,
6376,4,2022/1/26,2158.0,68.0,31.74,85.20%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,其他增建;
6377,4,2021/1/23,1700.0,56.0,30.36,85.97%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,18,,無,無,0,陽台外推;其他增建;
6378,4,2020/9/16,5766.0,118.8,48.55,70.45%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,167,,有,有,0,
6379,4,2020/9/16,5600.0,116.5,48.05,70.42%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,168,,有,有,0,
6380,4,2019/10/5,1100.0,44.0,24.98,91.34%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,含增建或未登記建物。;
6381,4,2023/9/11,3260.0,92.8,35.15,64.10%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:2 建:1車:0,18,,有,有,0,陽台外推;
6382,4,2023/8/31,2600.0,63.1,41.17,79.15%,住宅大樓(11層含以上有電梯),20+,十一層/十四層,房地(土地+建物),土:10 建:1車:0,79,,有,有,0,陽台外推;
6383,4,2023/7/29,2400.0,72.3,33.2,81.26%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6384,4,2023/1/16,850.0,103.8,8.19,67.44%,住宅大樓(11層含以上有電梯),20+,二層/十二層,房地(土地+建物),土:2 建:1車:0,27,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6385,4,2023/1/5,2950.0,83.9,35.15,64.10%,住宅大樓(11層含以上有電梯),20+,八層/十二層,房地(土地+建物),土:2 建:1車:0,,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6386,4,2022/11/30,2850.0,82.9,34.39,77.57%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:1 建:1車:0,46,,有,無,0,其他增建;
6387,4,2022/7/31,1862.0,53.4,34.9,80.28%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,
6388,4,2022/7/15,4800.0,111.3,43.13,83.79%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;其他增建;
6389,4,2022/7/3,2060.0,86.5,23.83,68.68%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,9,,有,有,0,陽台外推;其他增建;
6390,4,2022/5/3,2650.0,84.9,31.22,72.70%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,買賣雙方約定公契立約日111/7/27日陽台外推;
6391,4,2022/4/30,2860.0,86.0,33.25,74.45%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,陽台外推;其他增建;
6392,4,2022/4/25,3118.0,81.0,38.48,80.29%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,8,,有,有,0,陽台外推;其他增建;
6393,4,2022/4/18,4300.0,125.0,34.39,77.57%,公寓(5樓含以下無電梯),20+,一層/五層,房地(土地+建物),土:1 建:1車:0,,,無,無,0,
6394,4,2022/4/8,4088.0,91.0,44.94,74.32%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:4 建:1車:0,17,,有,有,0,陽台外推;
6395,4,2022/3/4,1300.0,40.2,32.3,74.27%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,1,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6396,4,2021/12/15,2500.0,80.3,31.12,72.92%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,17,,有,有,0,陽台外推;
6397,4,2021/12/9,1063.6,32.9,32.3,74.27%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,2,,無,有,0,"含土地增值稅或其他稅費635,765元;親友、員工、共有人或其他特殊關係間之交易;"
6398,4,2021/11/21,3780.0,88.9,42.52,70.46%,住宅大樓(11層含以上有電梯),20+,八層/十二層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;
6399,4,2021/2/9,2350.0,57.1,41.15,89.22%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,
6400,4,2023/12/4,2030.0,80.2,25.3,72.05%,住宅大樓(11層含以上有電梯),20+,二層/十四層,房地(土地+建物),土:3 建:1車:0,9,,有,有,3,
6401,4,2023/11/28,1000.0,56.5,17.71,78.51%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,增值稅買方負擔。親友、員工、共有人或其他特殊關係間之交易;
6402,4,2023/11/13,3730.0,90.1,41.41,85.40%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:2 建:1車:0,8,,有,有,0,陽台外推;
6403,4,2023/11/3,3475.0,90.7,38.31,86.84%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,169,,無,有,0,陽台外推;
6404,4,2023/7/29,3158.0,74.2,42.54,83.93%,住宅大樓(11層含以上有電梯),20+,四層/十四層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,其他增建;
6405,4,2023/6/11,3288.0,79.9,41.13,86.29%,住宅大樓(11層含以上有電梯),20+,十層/十四層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,
6406,4,2023/4/22,2680.0,85.6,31.29,73.31%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,陽台外推;
6407,4,2023/4/22,2700.0,86.3,31.29,73.31%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6408,4,2022/12/5,3068.0,84.9,36.16,80.34%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,陽台外推;其他增建;
6409,4,2022/9/24,3218.0,85.0,37.85,64.10%,住宅大樓(11層含以上有電梯),20+,二層/十二層,房地(土地+建物),土:2 建:1車:0,11,,有,有,0,
6410,4,2022/9/5,2858.0,91.3,31.3,76.19%,華廈(10層含以下有電梯),20+,五層/八層,房地(土地+建物),土:5 建:1車:0,15,,無,有,0,陽台外推;其他增建;
6411,4,2022/8/27,13000.0,358.7,36.24,60.92%,住宅大樓(11層含以上有電梯),20+,一層/十二層,房地(土地+建物),土:2 建:1車:0,,,有,有,0,
6412,4,2022/8/5,1536.0,49.1,31.31,78.03%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,27,,無,無,0,二等親買賣親友、員工、共有人或其他特殊關係間之交易;
6413,4,2022/8/3,4036.0,93.9,42.98,81.17%,住宅大樓(11層含以上有電梯),20+,八層/十四層,房地(土地+建物),土:10 建:1車:0,106,,有,有,0,
6414,4,2022/2/23,1218.0,41.0,29.7,70.11%,住宅大樓(11層含以上有電梯),20+,七層/十二層,房地(土地+建物),土:2 建:1車:0,9,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6415,4,2021/12/26,1700.0,84.2,20.18,89.13%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:2 建:1車:0,11,,無,無,1,親友、員工、共有人或其他特殊關係間之交易;
6416,4,2021/12/12,2168.0,64.7,33.51,84.67%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,其他增建;
6417,4,2021/11/18,1550.0,67.5,22.97,69.70%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,
6418,4,2021/10/31,3248.0,80.2,40.48,68.16%,住宅大樓(11層含以上有電梯),20+,八層/十二層,房地(土地+建物),土:2 建:1車:0,1,,有,有,0,陽台外推;
6419,4,2021/10/23,2600.0,75.0,34.67,84.41%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:4 建:1車:0,8,,無,無,0,陽台外推;
6420,4,2021/9/9,2680.0,83.0,32.3,74.27%,華廈(10層含以下有電梯),20+,七層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6421,4,2021/7/19,2528.0,78.3,32.3,74.34%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6422,4,2021/6/25,389.0,24.9,15.61,72.71%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
6423,4,2021/4/28,1325.0,77.0,17.2,77.57%,公寓(5樓含以下無電梯),20+,二層/五層,房地(土地+建物),土:1 建:1車:0,17,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
6424,4,2021/4/10,2230.0,83.1,26.84,73.13%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,9,,無,有,0,其他增建;
6425,4,2021/3/30,3258.0,90.4,36.02,71.02%,住宅大樓(11層含以上有電梯),20+,七層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6426,4,2021/3/27,2450.0,88.6,27.65,78.97%,華廈(10層含以下有電梯),20+,一層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,其他增建;
6427,4,2021/3/17,2725.0,74.6,36.55,80.39%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;
6428,4,2021/1/22,2900.0,80.5,36.02,71.01%,住宅大樓(11層含以上有電梯),20+,五層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,其他增建;
6429,4,2021/1/12,4200.0,74.6,56.31,65.52%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,8,,有,有,0,陽台外推;其他增建;
6430,4,2020/11/14,4300.0,73.8,58.24,80.21%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,28,,無,有,0,
6431,4,2020/10/13,2500.0,66.8,37.41,89.17%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,無,0,其他增建;
6432,4,2023/3/5,2980.0,85.0,35.07,87.81%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;其他增建;
6433,4,2023/2/19,3380.0,70.5,47.91,74.87%,住宅大樓(11層含以上有電梯),20+,四層/十四層,房地(土地+建物),土:3 建:1車:0,8,,有,有,0,陽台外推;其他增建;
6434,4,2023/2/13,1000.0,66.9,14.95,86.22%,住宅大樓(11層含以上有電梯),20+,六層/十四層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6435,4,2022/12/13,3198.0,77.2,41.43,86.09%,住宅大樓(11層含以上有電梯),20+,五層/十四層,房地(土地+建物),土:3 建:1車:0,0,,有,有,0,其他增建;
6436,4,2022/12/2,3300.0,68.9,47.91,74.87%,住宅大樓(11層含以上有電梯),20+,五層/十四層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,
6437,4,2022/12/2,35263.3,112.7,312.98,67.63%,住宅大樓(11層含以上有電梯),20+,二層/十三層,房地(土地+建物)+車位,土:25 建:3車:2,,,有,有,1,
6438,4,2022/12/2,30761.9,106.3,289.27,67.27%,住宅大樓(11層含以上有電梯),20+,二層/十三層,房地(土地+建物)+車位,土:25 建:3車:2,,,有,有,1,
6439,4,2022/11/25,1816.0,80.1,22.67,80.18%,住宅大樓(11層含以上有電梯),20+,六層/十四層,房地(土地+建物),土:3 建:1車:0,9,,有,有,0,
6440,4,2022/8/16,2260.0,88.8,25.44,71.65%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,9,,有,有,0,陽台外推;其他增建;
6441,4,2022/8/2,537.6,30.6,17.59,87.01%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;
6442,4,2022/3/25,2860.0,82.9,34.51,74.88%,華廈(10層含以下有電梯),20+,七層/七層,房地(土地+建物),土:1 建:1車:0,28,,有,有,0,
6443,4,2022/1/2,1100.0,76.7,14.33,70.11%,公寓(5樓含以下無電梯),20+,三層/五層,房地(土地+建物),土:2 建:1車:0,99,,無,無,0,其他增建;
6444,4,2021/12/24,155.0,32.7,4.74,81.57%,華廈(10層含以下有電梯),20+,七層/七層,房地(土地+建物),土:2 建:1車:0,15,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
6445,4,2021/12/10,2000.0,57.7,34.66,87.06%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6446,4,2021/11/29,2610.0,51.6,50.55,41.01%,公寓(5樓含以下無電梯),20+,一層/五層,房地(土地+建物),土:3 建:1車:0,23,,無,無,3,其他增建;
6447,4,2021/11/16,2785.0,77.0,36.16,80.34%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;
6448,4,2021/11/12,2950.0,82.3,35.83,80.72%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:2 建:1車:0,15,,無,有,3,
6449,4,2021/4/5,6000.0,89.5,67.02,79.62%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:2 建:1車:0,15,,有,有,0,
6450,4,2021/4/3,3240.0,80.0,40.48,68.16%,住宅大樓(11層含以上有電梯),20+,七層/十二層,房地(土地+建物),土:2 建:1車:0,18,,有,有,0,陽台外推;
6451,4,2020/12/29,2800.0,78.4,35.73,67.19%,住宅大樓(11層含以上有電梯),20+,九層/十二層,房地(土地+建物),土:2 建:1車:0,18,,無,有,0,
6452,4,2020/12/23,2500.0,84.2,29.71,69.55%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:2 建:1車:0,18,,有,有,0,其他增建;
6453,4,2020/12/15,2500.0,84.2,29.7,70.11%,住宅大樓(11層含以上有電梯),20+,九層/十二層,房地(土地+建物),土:2 建:1車:0,11,,無,有,0,
6454,4,2020/11/20,2500.0,66.1,37.85,64.10%,住宅大樓(11層含以上有電梯),20+,二層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,18,,有,有,0,車位需每年輪抽
6455,4,2020/10/21,1500.0,25.3,59.29,78.87%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
6456,4,2020/9/17,2430.0,72.9,33.34,74.25%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6457,4,2020/8/28,2560.0,79.3,32.3,74.27%,華廈(10層含以下有電梯),20+,二層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6458,4,2020/6/28,2492.0,74.7,33.34,74.25%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
6459,4,2020/2/18,2020.0,88.7,22.78,70.83%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:4 建:1車:0,17,,有,,0,含增建或未登記建物。;
6460,4,2020/2/2,2272.0,73.0,31.12,72.92%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,含增建或未登記建物。;
6461,4,2019/12/10,3086.0,80.0,38.58,70.52%,住宅大樓(11層含以上有電梯),20+,五層/十二層,房地(土地+建物),土:6 建:1車:0,15,,有,,0,
6462,4,2023/11/27,2690.0,89.0,30.22,82.02%,華廈(10層含以下有電梯),20+,七層/七層,房地(土地+建物),土:1 建:1車:0,160,,無,有,0,陽台外推;頂樓加蓋;其他增建;
6463,4,2023/6/19,3408.0,78.8,43.27,86.56%,住宅大樓(11層含以上有電梯),20+,十一層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,其他增建;
6464,4,2021/12/31,1545.0,68.9,22.43,86.23%,住宅大樓(11層含以上有電梯),20+,六層/十四層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,只買賣1/2
6465,4,2021/10/22,3140.0,90.0,34.88,88.28%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,有,0,陽台外推;其他增建;
6466,4,2021/10/9,3500.0,85.0,41.17,86.30%,住宅大樓(11層含以上有電梯),20+,八層/十四層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,陽台外推;
6467,4,2021/10/2,1750.0,76.3,22.92,79.30%,住宅大樓(11層含以上有電梯),20+,五層/十四層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,陽台外推;
6468,4,2021/8/12,3080.0,64.5,47.73,34.66%,華廈(10層含以下有電梯),20+,一層/七層,房地(土地+建物),土:1 建:1車:0,38,,無,有,3,
6469,4,2021/6/28,3350.0,78.7,42.54,83.93%,住宅大樓(11層含以上有電梯),20+,三層/十四層,房地(土地+建物),土:3 建:1車:0,18,,有,有,1,陽台外推;其他增建;
6470,4,2021/5/21,5386.0,143.0,37.67,79.14%,華廈(10層含以下有電梯),20+,一層/七層,房地(土地+建物),土:4 建:1車:0,27,,有,有,0,
6471,4,2021/3/2,1576.0,61.7,25.55,81.13%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:3 建:1車:0,18,,無,無,0,
6472,4,2021/1/18,1580.0,66.6,23.71,72.00%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,6,,無,有,0,
6473,4,2020/11/2,930.0,23.2,40.08,73.10%,華廈(10層含以下有電梯),20+,七層/八層,房地(土地+建物),土:5 建:1車:0,8,,無,有,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;其他增建;
6474,4,2020/8/17,3050.0,75.4,40.48,68.16%,住宅大樓(11層含以上有電梯),20+,八層/十二層,房地(土地+建物),土:2 建:1車:0,18,,有,有,0,含租約;
6475,4,2020/6/20,2800.0,79.7,35.15,64.10%,住宅大樓(11層含以上有電梯),20+,八層/十二層,房地(土地+建物),土:2 建:1車:0,27,,有,有,0,陽台外推;
