地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
吳興街,2022/5/20,3288,95,36.93,54.64%,住宅大樓(11層含以上有電梯),8,五層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,200,有,有,住家用,陽台外推;其他增建;
吳興街,2022/5/17,3250,98.2,35.48,55.99%,住宅大樓(11層含以上有電梯),8,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,200,有,有,住家用,
吳興街,2022/4/7,2980,89.5,35.48,55.99%,住宅大樓(11層含以上有電梯),8,九層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,200,有,有,住家用,
吳興街,2023/7/22,2900,77.5,37.44,48.36%,華廈(10層含以下有電梯),7,七層/九層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,200,有,有,住家用,
吳興街,2021/2/23,2875,86.1,35.48,55.99%,住宅大樓(11層含以上有電梯),7,六層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳2衛,200,有,有,住家用,
吳興街,2019/6/2,2500,66.8,37.44,48.36%,華廈(10層含以下有電梯),3,八層/九層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,200,有,,住家用,
吳興街,2019/4/2,1430,81.9,18.59,58.22%,華廈(10層含以下有電梯),2,五層/五層,房地(土地+建物)+車位,土:3 建:1車:1,1衛,200,有,,住家用,
信義路,2020/7/9,2120,64.6,33.96,90.63%,華廈(10層含以下有電梯),39,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,200,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
信義路,2023/12/13,3998,96.6,41.38,54.96%,住宅大樓(11層含以上有電梯),26,八層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房3廳2衛,200,有,有,住家用,陽台外推;夾層;其他增建;
信義路,2023/3/22,1870,76.8,24.36,36.23%,住宅大樓(11層含以上有電梯),24,八層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,200,有,有,商業用,
信義路,2021/4/28,2685,95.3,35.92,55.81%,住宅大樓(11層含以上有電梯),14,五層/十九層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,200,有,有,住家用,
信義路,2021/11/26,1805,72.7,25.99,38.59%,住宅大樓(11層含以上有電梯),12,十八層/十九層,房地(土地+建物)+車位,土:1 建:1車:2,1房1衛,200,有,有,住家用,陽台外推;
信義路,2021/11/26,1737,71.7,25.37,38.81%,住宅大樓(11層含以上有電梯),12,十八層/十九層,房地(土地+建物)+車位,土:1 建:1車:2,2廳,200,有,有,住家用,陽台外推;
永吉路,2022/7/18,3050,74.4,45.02,84.69%,住宅大樓(11層含以上有電梯),27,十四層/十四層,房地(土地+建物)+車位,土:3 建:1車:1,2房2廳1衛,200,有,有,住家用,
永吉路,2024/1/28,1880,98.5,22.32,55.93%,華廈(10層含以下有電梯),17,四層/十層,房地(土地+建物)+車位,土:2 建:1車:1,1房1廳1衛,200,有,有,住家用,陽台外推;
永吉路,2024/1/3,2250,94.1,26.35,56.90%,住宅大樓(11層含以上有電梯),17,十一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,200,有,有,住家用,
永吉路,2021/4/12,3150,103.6,31.44,53.02%,住宅大樓(11層含以上有電梯),11,七層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,200,有,有,住家用,夾層;其他增建;
中坡南路,2024/1/22,2288,107.6,25.28,53.09%,華廈(10層含以下有電梯),10,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,200,有,有,住家用,夾層;其他增建;
忠孝東路,2023/11/21,5200,86.9,65.37,84.47%,華廈(10層含以下有電梯),33,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,200,有,有,住家用,陽台外推;
忠孝東路,2023/10/24,2550,51,50.01,64.23%,華廈(10層含以下有電梯),31,一層/五層,房地(土地+建物)+車位,土:1 建:1車:2,1房2廳1衛,200,無,有,住家用,與申報書序號A3AD11211210004 A3AD11211210005併同出售，但有分別拆價
忠孝東路,2021/8/25,3150,88.4,44.78,94.88%,住宅大樓(11層含以上有電梯),25,十七層/十八層,房地(土地+建物)+車位,土:2 建:1車:1,2房2廳2衛,200,有,有,其他,
忠孝東路,2021/2/1,2340,74.3,35.31,67.08%,華廈(10層含以下有電梯),23,二層/六層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳1衛,200,有,有,住家用,其他增建;
忠孝東路,2019/5/14,2000,79.5,25.14,38.96%,華廈(10層含以下有電梯),22,一層/四層,房地(土地+建物)+車位,土:2 建:1車:1,2房1廳1衛,200,有,,住家用,含增建或未登記建物。
忠孝東路,2021/12/10,2260,113,29.38,52.07%,住宅大樓(11層含以上有電梯),16,四層/十一層,房地(土地+建物)+車位,土:3 建:1車:1,2房2廳2衛,200,有,有,辦公用,
忠孝東路,2020/6/25,1650,113.8,24.62,59.89%,住宅大樓(11層含以上有電梯),15,四層/十一層,房地(土地+建物)+車位,土:3 建:1車:1,2廳1衛,200,有,有,辦公用,夾層;其他增建;
忠孝東路,2022/7/24,1935,108.1,23.96,47.06%,華廈(10層含以下有電梯),13,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,200,有,有,住家用,※增建：前陽台。陽台外推;
忠孝東路,2021/9/16,2480,76.3,32.49,44.42%,華廈(10層含以下有電梯),12,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳2衛,200,有,有,住家用,陽台外推;其他增建;
吳興街,2019/5/10,2500,72.7,44.01,58.74%,華廈(10層含以下有電梯),2,四層/十層,房地(土地+建物)+車位,土:4 建:1車:1,2房1廳1衛,205,有,,住家用,
中坡南路,2021/4/30,2574,72.8,42.46,51.72%,住宅大樓(11層含以上有電梯),,五層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,205,有,有,住家用,建物第一次登記後移轉 親友、員工、共有人或其他特殊關係間之交易;
光復南路,2023/11/11,1810,123,20.22,60.15%,住宅大樓(11層含以上有電梯),15,十三層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,210,有,有,住家用,車位樓層位於地下第六層。陽台外推;夾層;其他增建;
吳興街,2023/6/25,3240,93.2,36.93,54.64%,住宅大樓(11層含以上有電梯),9,三層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,210,有,有,住家用,陽台外推;其他增建;
信安街,2020/5/29,1905,82.4,29.27,54.56%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,210,有,有,住家用,
中坡南路,2021/6/17,2503,70.3,42.51,52.07%,住宅大樓(11層含以上有電梯),,二層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,212,有,有,住家用,本案為關係人間交易
吳興街,2019/6/22,3230,66.6,57.73,57.82%,華廈(10層含以下有電梯),2,七層/九層,房地(土地+建物)+車位,土:4 建:1車:1,,215,有,,住家用,
信安街,2021/7/28,2026,88,30.07,54.56%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,215,有,有,住家用,
中坡南路,2021/7/1,4919,80.4,68.43,54.61%,住宅大樓(11層含以上有電梯),,四層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,215,有,有,住家用,
信安街,2020/11/27,2602,88,36.63,55.06%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,215,有,有,住家用,
信安街,2020/8/18,2388,93.7,32.68,64.21%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,215,有,有,住家用,
信安街,2020/6/18,2435,81.8,36.63,55.06%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,215,有,有,住家用,
信安街,2020/3/16,2650,83.3,38.72,55.36%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,215,有,有,住家用,
信安街,2020/1/8,2700,86.7,38.16,53.52%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,215,有,有,住家用,"轉售日期:110.09.26 最後一手權利買賣契約之成交價格:27,000,000元預售屋、或土地及建物分件登記案件;"
光復南路,2022/3/15,2280,140,20.63,48.12%,華廈(10層含以下有電梯),4,五層/九層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,有,有,住家用,
虎林街,2021/2/20,2268,87.5,27.06,57.62%,華廈(10層含以下有電梯),5,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,220,有,有,住家用,
基隆路,2022/9/20,5468,79.2,69.01,54.06%,住宅大樓(11層含以上有電梯),13,五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳,220,有,有,辦公用,
基隆路,2024/1/14,3450,105.3,34.89,57.80%,住宅大樓(11層含以上有電梯),9,九層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,220,有,有,住家用,塔式車位位於地下三層。其他增建;
基隆路,2023/10/31,3168,103.4,32.71,56.52%,住宅大樓(11層含以上有電梯),9,九層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,220,有,有,住家用,"塔式車位位於地下三層 交易總價3168萬元整。 房屋總價2948萬元整(土地價格:22,715,714元整、建物價格:6,764,286元整)。 車位總價220萬元整(土地價格:405,954元整、建物價格:1,794,046元整)。陽台外推;"
基隆路,2021/11/28,3000,91.7,32.71,49.25%,住宅大樓(11層含以上有電梯),7,十五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,220,有,有,住家用,
基隆路,2021/10/31,2950,95.8,32.71,56.52%,住宅大樓(11層含以上有電梯),7,五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,220,有,有,住家用,
基隆路,2021/10/24,2658,96.6,29.44,59.37%,住宅大樓(11層含以上有電梯),7,五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,220,有,有,住家用,
吳興街,2020/7/20,3070,79.3,38.74,45.85%,住宅大樓(11層含以上有電梯),6,十一層/十一層,房地(土地+建物)+車位,土:1 建:2車:1,3房2廳2衛,220,有,有,住家用,
吳興街,2020/7/30,3300,68.1,57.69,57.88%,華廈(10層含以下有電梯),3,六層/十層,房地(土地+建物)+車位,土:4 建:1車:1,,220,有,有,住家用,建物第一次登記後移轉 毛胚屋;
吳興街,2020/3/5,3220,66.3,57.69,57.88%,華廈(10層含以下有電梯),2,七層/九層,房地(土地+建物)+車位,土:4 建:1車:1,3房2廳2衛,220,有,,住家用,
永吉路,2023/10/14,2850,73.3,45.07,94.54%,華廈(10層含以下有電梯),39,九層/十層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,220,有,有,住家用,其他增建;
永吉路,2021/5/2,2750,57.9,47.46,58.14%,住宅大樓(11層含以上有電梯),38,六層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,220,有,有,住家用,陽台外推;
中坡南路,2024/1/12,2900,90.4,35.5,56.50%,華廈(10層含以下有電梯),10,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳1衛,220,有,有,住家用,夾層;
中坡南路,2023/6/13,2050,91.5,25.87,51.84%,華廈(10層含以下有電梯),10,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,有,有,住家用,房屋價格：1830萬元整，其中土地價格為1281萬元整、建物價格為549萬元整；停車位價格：220萬元整，其中土地價格為154萬元整、建物價格為66萬元整。 塔式車位位於地下三層。陽台外推;夾層;其他增建;
中坡南路,2022/1/14,2866,92,34.63,56.78%,華廈(10層含以下有電梯),8,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,220,有,有,住家用,車位所在樓層:地下三樓
忠孝東路,2022/9/20,1620,126.4,22.14,57.59%,住宅大樓(11層含以上有電梯),18,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,有,有,辦公用,陽台外推;夾層;
忠孝東路,2020/12/28,2970,136.1,30.1,61.17%,住宅大樓(11層含以上有電梯),15,十四層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,1房2廳1衛,220,有,有,住家用,
永吉路,2020/8/18,1350,89.5,18.85,50.83%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,住家用,預售屋、或土地及建物分件登記案件;
永吉路,2020/8/13,1133,87.8,16.62,50.51%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,住家用,預售屋、或土地及建物分件登記案件;
永吉路,2020/8/11,1255,87.3,18.07,50.48%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,住家用,預售屋、或土地及建物分件登記案件;
永吉路,2020/8/11,1335,88.3,18.85,50.83%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,住家用,預售屋、或土地及建物分件登記案件;
永吉路,2020/8/8,1257,92.4,17.45,50.24%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,住家用,預售屋、或土地及建物分件登記案件;
永吉路,2020/8/8,1286,89.9,18.07,50.48%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,住家用,預售屋、或土地及建物分件登記案件;
永吉路,2020/7/27,1105,85.1,16.62,50.51%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,住家用,預售屋、或土地及建物分件登記案件;
永吉路,2020/7/26,1552,128.5,16.59,56.39%,華廈(10層含以下有電梯),,一層/七層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,220,無,有,商業用,預售屋、或土地及建物分件登記案件;
吳興街,2019/6/18,2262,64.5,44.01,58.74%,華廈(10層含以下有電梯),2,二層/十層,房地(土地+建物)+車位,土:4 建:1車:1,2房2廳1衛,225,有,,住家用,
信義路,2019/11/16,6000,77.8,77.09,47.25%,住宅大樓(11層含以上有電梯),21,十一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,225,有,,住家用,
中坡南路,2021/6/3,4660,75.8,68.44,54.63%,住宅大樓(11層含以上有電梯),,十四層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,225,有,有,住家用,本案為關係人間交易親友、員工、共有人或其他特殊關係間之交易;
基隆路,2023/4/30,3290,94.3,34.89,50.84%,住宅大樓(11層含以上有電梯),9,三層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,230,有,有,住家用,
吳興街,2020/10/15,1200,24.5,49.08,40.34%,華廈(10層含以下有電梯),24,七層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳1衛,230,有,有,住家用,"含裝潢費;含傢俱設備費;含土地增值稅或其他稅費514,672元;含地政士服務費5,500元;親友、員工、共有人或其他特殊關係間之交易;"
吳興街,2021/12/28,1833,63.7,32.3,48.23%,住宅大樓(11層含以上有電梯),8,八層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,230,有,有,住家用,陽台外推;夾層;其他增建;
吳興街,2023/3/25,1480,61.6,30.86,50.99%,華廈(10層含以下有電梯),7,三層/六層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,230,有,有,住家用,陽台外推;
吳興街,2021/10/22,2022,50,40.4,42.67%,華廈(10層含以下有電梯),6,三層/六層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳1衛,230,有,有,住家用,
吳興街,2020/7/28,3420,70.5,57.69,57.88%,華廈(10層含以下有電梯),3,五層/十層,房地(土地+建物)+車位,土:4 建:1車:1,3房2廳2衛,230,有,有,住家用,建物第一次登記後移轉 含裝潢費;含傢俱設備費;
吳興街,2019/9/17,2336,65.8,44.46,57.90%,華廈(10層含以下有電梯),2,五層/十層,房地(土地+建物)+車位,土:4 建:1車:1,2房2廳1衛,230,有,,住家用,
吳興街,2019/9/6,2350,66.2,44.46,57.90%,華廈(10層含以下有電梯),2,五層/九層,房地(土地+建物)+車位,土:4 建:1車:1,2房2廳1衛,230,有,,住家用,
吳興街,2019/7/10,2450,69.3,44.46,57.90%,華廈(10層含以下有電梯),2,三層/九層,房地(土地+建物)+車位,土:4 建:1車:1,2房1廳1衛,230,有,,住家用,
吳興街,2019/2/8,3300,67.9,57.69,57.88%,華廈(10層含以下有電梯),1,三層/九層,房地(土地+建物)+車位,土:4 建:1車:1,3房1廳2衛,230,有,,住家用,
信義路,2022/8/6,2150,40.2,53.51,60.23%,華廈(10層含以下有電梯),28,九層/九層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,230,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
忠孝東路,2023/2/28,2390,107.7,32.56,55.55%,住宅大樓(11層含以上有電梯),8,三層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,230,有,有,住家用,
吳興街,2020/6/19,3080,76.2,49.8,70.10%,華廈(10層含以下有電梯),3,四層/十層,房地(土地+建物)+車位,土:4 建:1車:1,3房2廳2衛,235,有,有,住家用,建物第一次登記後移轉
信安街,2022/1/16,2800,87,38.18,52.40%,華廈(10層含以下有電梯),1,二層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,235,有,有,住家用,
信安街,2020/3/24,2409,74.4,38.72,55.36%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,235,有,有,住家用,地主戶出售
信義路,2021/1/29,1900,107,25.41,56.95%,住宅大樓(11層含以上有電梯),14,十九層/十九層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,239,有,有,住家用,其他增建;
吳興街,2023/12/17,1938,68.3,32,48.45%,住宅大樓(11層含以上有電梯),10,五層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,240,有,有,住家用,
吳興街,2020/2/17,3400,69.9,57.69,57.88%,華廈(10層含以下有電梯),2,三層/十層,房地(土地+建物)+車位,土:4 建:1車:1,3房2廳2衛,240,有,,住家用,
永吉路,2020/9/21,1790,52.3,34.24,76.80%,住宅大樓(11層含以上有電梯),39,六層/十二層,房地(土地+建物)+車位,土:2 建:2車:2,4房2廳3衛,240,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
吳興街,2021/5/1,1490,83.7,27.04,55.48%,華廈(10層含以下有電梯),,六層/八層,房地(土地+建物)+車位,土:1 建:1車:1,1廳1衛,240,無,有,住家用,依據110.05.01簽訂房屋土地預定買賣合約書所載價格登錄。另於112.07.11簽立讓渡書。讓渡後價格1510萬元整
吳興街,2021/3/12,1450,81.1,27.04,55.48%,華廈(10層含以下有電梯),,三層/八層,房地(土地+建物)+車位,土:1 建:1車:1,1廳1衛,240,無,有,住家用,依據110.03.12簽訂房屋土地預定買賣合約書所載價格登錄。
吳興街,2021/2/8,1550,73.8,29.87,54.64%,華廈(10層含以下有電梯),,二層/八層,房地(土地+建物)+車位,土:1 建:1車:1,2廳1衛,240,無,有,住家用,依據110.02.08簽訂房屋土地預定買賣合約書所載價格登錄。另於112.04.26簽立讓渡書予本案權利人讓渡後價格1600萬元整
