地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
市民大道六段,2020/10/24,7500,70.3,106.73,59.18%,住宅大樓(11層含以上有電梯),6,五層/十六層,房地(土地+建物)+車位,土:2 建:1車:2,3房2廳2衛,,有,有,住家用,
市民大道六段,2020/6/13,19400,58.4,332.36,60.65%,住宅大樓(11層含以上有電梯),5,"一層,二層,騎樓/十六層",房地(土地+建物)+車位,土:2 建:2車:6,4廳2衛,,有,有,商業用,
市民大道六段,2023/9/8,1380,93.9,14.69,54.69%,住宅大樓(11層含以上有電梯),1,七層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,
市民大道六段,2022/12/26,1370,74.2,18.45,50.84%,住宅大樓(11層含以上有電梯),1,二層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,1房1衛,,有,有,住家用,
松德路,2023/12/29,488,77.9,6.26,100.00%,公寓(5樓含以下無電梯),50,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2023/4/18,2525,80.6,31.31,100.00%,公寓(5樓含以下無電梯),49,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,5房1廳5衛,,無,無,住家用,建築物含有增建
松德路,2023/10/22,2150,72.1,29.82,84.28%,公寓(5樓含以下無電梯),45,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
松德路,2022/10/17,1850,62.4,29.64,86.59%,公寓(5樓含以下無電梯),44,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,後陽台外推。
松德路,2023/10/13,1980,55.9,35.4,87.54%,公寓(5樓含以下無電梯),43,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2022/1/29,2400,45.1,53.24,48.21%,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,無,無,住家用,
松德路,2021/12/19,1618,54.6,29.64,86.59%,公寓(5樓含以下無電梯),43,五層/五層,房地(土地+建物),土:1 建:1車:0,4房3廳3衛,,無,無,住家用,陽台外推;頂樓加蓋;其他增建;
松德路,2021/8/31,1850,62.9,29.42,83.85%,公寓(5樓含以下無電梯),43,四層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,陽台外推;
松德路,2021/8/26,660,12.4,53.24,48.21%,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),土:1 建:1車:0,5房3廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;其他增建;
松德路,2021/3/15,2350,44.1,53.24,48.21%,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),土:1 建:1車:0,7房3廳1衛,,無,無,住家用,其他增建;
松德路,2024/1/23,2180,71.6,30.43,62.98%,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,
松德路,2024/1/20,2680,84.9,31.58,68.68%,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,陽台外推;
松德路,2021/9/27,1718,49.7,34.56,83.56%,公寓(5樓含以下無電梯),42,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
松德路,2021/4/25,1920,65.3,29.42,83.85%,公寓(5樓含以下無電梯),42,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,陽台外推;其他增建;
松德路,2023/6/30,1755,80,21.95,71.54%,華廈(10層含以下有電梯),41,四層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
松德路,2022/12/30,1732,76.6,22.61,68.00%,華廈(10層含以下有電梯),41,二層/七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,陽台外推;其他增建;
松德路,2022/12/4,1060,79.3,13.37,73.02%,華廈(10層含以下有電梯),41,六層/七層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,無,有,住家用,
松德路,2020/4/28,1840,51.7,35.57,88.43%,公寓(5樓含以下無電梯),41,三層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,,住家用,親友、員工或其他特殊關係間之交易。;
松德路,2023/12/19,3208,94.1,34.1,65.89%,華廈(10層含以下有電梯),40,七層/七層,房地(土地+建物),土:1 建:1車:0,7房3廳3衛,,無,有,住家用,陽台外推;頂樓加蓋;其他增建;
松德路,2022/8/1,953.6,31.6,30.21,62.88%,華廈(10層含以下有電梯),40,三層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2022/3/13,2050,68.4,29.97,62.59%,華廈(10層含以下有電梯),40,一層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,其他增建;
松德路,2022/2/13,2250,73.2,30.74,68.67%,華廈(10層含以下有電梯),40,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,
松德路,2021/12/21,2525,74.1,34.07,47.48%,華廈(10層含以下有電梯),40,一層/七層,房地(土地+建物),土:1 建:1車:0,,,有,有,其他,其他增建;
松德路,2021/10/9,2200,73.4,29.97,62.59%,華廈(10層含以下有電梯),40,二層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,有,有,住家用,含土地增值稅或其他稅費;
松德路,2021/4/26,1911,69.5,27.5,91.09%,公寓(5樓含以下無電梯),40,五層/五層,房地(土地+建物),土:1 建:1車:0,4房3廳3衛,,無,無,住家用,頂樓加蓋;
松德路,2022/7/24,2200,64.5,34.1,65.89%,華廈(10層含以下有電梯),39,七層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,有,住家用,陽台外推;頂樓加蓋;其他增建;
松德路,2021/4/18,1838,61.3,29.97,62.59%,華廈(10層含以下有電梯),39,七層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,
松德路,2021/4/16,1800,60.1,29.97,62.59%,華廈(10層含以下有電梯),39,三層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,
松德路,2021/4/11,1920,63.6,30.21,62.88%,華廈(10層含以下有電梯),39,二層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,
松德路,2021/1/18,2005,66.9,29.97,62.59%,華廈(10層含以下有電梯),39,四層/七層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,其他增建;
松德路,2020/10/14,1138,35,32.47,78.97%,華廈(10層含以下有電梯),39,七層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2023/12/10,2350,80.5,29.21,71.85%,住宅大樓(11層含以上有電梯),38,"一層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,夾層;其他增建;
松德路,2023/11/27,2865,84.2,34.03,72.75%,住宅大樓(11層含以上有電梯),38,十層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建;
松德路,2023/11/3,2750,76.1,36.13,74.92%,住宅大樓(11層含以上有電梯),38,六層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,停車位無編號，每年抽籤
松德路,2023/8/6,2635,83.4,31.59,76.70%,住宅大樓(11層含以上有電梯),38,四層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建;
松德路,2023/7/31,1688,75.3,22.43,69.40%,住宅大樓(11層含以上有電梯),38,十二層/十四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,
松德路,2023/2/23,2900,78.3,37.03,75.58%,住宅大樓(11層含以上有電梯),38,十一層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
松德路,2022/12/10,2150,87.1,24.68,71.81%,住宅大樓(11層含以上有電梯),38,四層/十二層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,陽台外推;
松德路,2020/5/1,1810,59.8,30.29,51.83%,華廈(10層含以下有電梯),38,一層/七層,房地(土地+建物),土:1 建:1車:0,5房3廳3衛,,有,,住家用,含增建或未登記建物。;
松德路,2020/2/15,2300,47,48.93,80.12%,華廈(10層含以下有電梯),38,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2022/10/24,2180,90.1,24.19,72.16%,住宅大樓(11層含以上有電梯),37,十一層/十四層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,有,有,住家用,陽台外推約1坪左右陽台外推;
松德路,2022/10/18,1780,83.1,21.42,75.52%,住宅大樓(11層含以上有電梯),37,四層/十四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,陽台外推;
松德路,2022/10/12,3800,126.6,30.02,60.34%,住宅大樓(11層含以上有電梯),37,"一層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,5房1廳2衛,,有,有,住商用,夾層;其他增建;
松德路,2022/9/12,2658,78.5,33.84,75.01%,住宅大樓(11層含以上有電梯),37,二層/十四層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,有,有,住家用,陽台外推;
松德路,2022/5/24,2480,78.5,31.59,76.70%,住宅大樓(11層含以上有電梯),37,四層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,
松德路,2022/2/21,2583,72,35.88,75.87%,住宅大樓(11層含以上有電梯),37,四層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,前陽台有外推，後陽台沒有外推陽台外推;
松德路,2021/11/21,2080,82.7,25.14,76.03%,住宅大樓(11層含以上有電梯),36,八層/十四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,有,住家用,
松德路,2021/10/10,3488,114.7,30.41,57.97%,住宅大樓(11層含以上有電梯),36,"一層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,,,有,有,住商用,夾層;其他增建;
松德路,2021/10/8,3480,77.8,44.76,76.68%,住宅大樓(11層含以上有電梯),36,"十四層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,有,有,住家用,陽台外推;
松德路,2021/9/29,1670,69,24.19,72.16%,住宅大樓(11層含以上有電梯),36,十一層/十四層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,有,住家用,陽台外推;
松德路,2021/7/12,1620,75.6,21.42,75.52%,住宅大樓(11層含以上有電梯),36,四層/十四層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,有,有,住家用,
松德路,2021/5/15,2670,73.9,36.13,74.92%,住宅大樓(11層含以上有電梯),36,四層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
松德路,2021/4/14,3000,76.1,39.42,73.75%,住宅大樓(11層含以上有電梯),36,九層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,
松德路,2021/2/19,2430,72.6,33.45,77.19%,住宅大樓(11層含以上有電梯),36,"十四層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,3房3廳2衛,,有,有,住家用,頂樓加蓋;
松德路,2020/10/4,2110,83.8,25.16,59.51%,住宅大樓(11層含以上有電梯),35,"一層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,商業用,夾層;其他增建;
松德路,2020/8/24,3000,63,47.63,64.09%,住宅大樓(11層含以上有電梯),35,二層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,
松德路,2020/2/1,2430,72.1,33.68,75.26%,住宅大樓(11層含以上有電梯),35,五層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,有,,住家用,含增建或未登記建物。
松德路,2020/1/12,1758,69.9,25.14,76.03%,住宅大樓(11層含以上有電梯),35,四層/十四層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,有,,住家用,含增建或未登記建物。;
松德路,2019/12/9,2855,86.8,32.89,70.61%,住宅大樓(11層含以上有電梯),34,"一層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,5房3廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2019/11/6,1800,71.4,25.2,68.99%,住宅大樓(11層含以上有電梯),34,八層/十四層,房地(土地+建物),土:2 建:2車:0,2房1廳1衛,,有,,住家用,
松德路,2019/9/22,2258,71.5,31.59,76.70%,住宅大樓(11層含以上有電梯),34,十一層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2019/6/25,2300,68,33.84,75.01%,住宅大樓(11層含以上有電梯),34,十三層/十四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,,住家用,親友、員工或其他特殊關係間之交易。;
松德路,2019/4/30,2688,89.7,29.97,,店面（店舖),34,"一層,夾層/十四層",房地(土地+建物),土:2 建:1車:0,1房2廳2衛,,有,,住商用,含增建或未登記建物。;
松德路,2019/3/29,2700,64.3,41.97,73.74%,住宅大樓(11層含以上有電梯),34,二層/十四層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,,住家用,含增建或未登記建物。;
松德路,2023/8/17,1400,26.3,53.31,81.86%,華廈(10層含以下有電梯),33,六層/八層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2023/6/27,2200,29.5,74.54,84.77%,住宅大樓(11層含以上有電梯),33,十二層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2022/12/7,3600,72,50,83.19%,華廈(10層含以下有電梯),33,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2022/6/13,4750,100.4,47.33,81.35%,華廈(10層含以下有電梯),33,一層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,
松德路,2023/3/1,3000,84.2,35.65,84.17%,住宅大樓(11層含以上有電梯),32,九層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
松德路,2022/10/2,5930,27.8,213.56,95.33%,住宅大樓(11層含以上有電梯),32,"一層,地下一層/十二層",房地(土地+建物)+車位,土:2 建:1車:2,,,有,有,住商用,其他增建;
松德路,2021/3/8,5950,105.3,56.48,83.11%,華廈(10層含以下有電梯),32,一層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,
松德路,2023/9/20,4580,67.8,67.58,80.66%,住宅大樓(11層含以上有電梯),31,八層/十二層,房地(土地+建物)+車位,土:2 建:1車:2,3房1廳1衛,,有,有,商業用,含地政士服務費;
松德路,2022/1/25,2860,70.3,40.69,85.06%,住宅大樓(11層含以上有電梯),31,十層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,1房1廳2衛,,有,有,住家用,
松德路,2021/12/7,4998,79.8,62.63,83.07%,住宅大樓(11層含以上有電梯),31,三層/十二層,房地(土地+建物),土:2 建:1車:0,3房1衛,,有,有,住家用,
松德路,2021/11/29,2423,66.7,36.31,83.28%,住宅大樓(11層含以上有電梯),31,八層/十二層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,有,有,住家用,
松德路,2020/1/21,3788,107.9,35.11,79.35%,華廈(10層含以下有電梯),31,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2020/1/13,3900,66,59.13,84.53%,住宅大樓(11層含以上有電梯),31,三層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,,住家用,
松德路,2019/12/31,3762,75.5,49.83,82.32%,住宅大樓(11層含以上有電梯),31,十一層/十二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,含增建或未登記建物。
松德路,2019/6/17,3686,66.1,55.79,85.64%,住宅大樓(11層含以上有電梯),31,十一層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,,住家用,
松德路,2023/5/23,3700,89,41.57,58.26%,住宅大樓(11層含以上有電梯),30,二十七層/三十層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,有,商業用,陽台外推;其他增建;
松德路,2023/2/3,5858,71.6,81.83,84.18%,住宅大樓(11層含以上有電梯),30,"十五層,十六層/三十層",房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,商業用,陽台外推;夾層;其他增建;
松德路,2022/10/11,9354,68.4,136.77,75.76%,住宅大樓(11層含以上有電梯),30,十一層/十二層,房地(土地+建物)+車位,土:2 建:2車:1,10房,,有,有,商業用,
松德路,2022/2/25,2200,69.8,31.52,94.40%,住宅大樓(11層含以上有電梯),30,十層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,1廳,,有,有,商業用,其他增建;
松德路,2021/10/18,2400,143.9,16.68,72.19%,住宅大樓(11層含以上有電梯),30,一層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,,,無,有,商業用,(3)建築物含有：平台
松德路,2021/7/30,6980,110.8,63.02,70.17%,住宅大樓(11層含以上有電梯),30,六層/十三層,房地(土地+建物),土:1 建:2車:0,3房2廳2衛,,有,有,住家用,
松德路,2021/2/9,7800,93.3,83.57,93.24%,住宅大樓(11層含以上有電梯),30,十二層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,其他增建;
松德路,2021/1/12,2245,61.8,36.31,83.28%,住宅大樓(11層含以上有電梯),30,八層/十二層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,有,有,住家用,
松德路,2021/1/8,2560,56.7,45.12,78.71%,住宅大樓(11層含以上有電梯),30,三層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,2房1廳1衛,,有,有,住家用,
松德路,2020/12/5,2938,71.9,40.85,77.42%,住宅大樓(11層含以上有電梯),30,四層/十二層,房地(土地+建物),土:1 建:1車:0,4房1廳2衛,,有,有,住家用,
松德路,2020/10/30,2600,63.9,40.68,85.08%,住宅大樓(11層含以上有電梯),30,十二層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,有,住家用,
松德路,2020/8/1,3800,58.4,65.07,73.36%,住宅大樓(11層含以上有電梯),30,十二層/十二層,房地(土地+建物)+車位,土:1 建:1車:2,1廳2衛,,有,有,住家用,陽台外推;
松德路,2020/3/11,3100,70.1,44.22,66.24%,華廈(10層含以下有電梯),30,一層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,無,,商業用,含增建或未登記建物。;
松德路,2019/9/2,3878,120,32.32,78.16%,華廈(10層含以下有電梯),30,一層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,,住家用,
松德路,2019/4/7,3800,108.2,35.11,79.35%,華廈(10層含以下有電梯),30,五層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,,住家用,
松德路,2023/7/6,2500,80.7,30.96,74.81%,住宅大樓(11層含以上有電梯),29,九層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2022/10/7,5800,68.8,84.29,68.49%,住宅大樓(11層含以上有電梯),29,"十三層,十四層/三十層",房地(土地+建物)+車位,土:1 建:1車:1,6房2廳2衛,,有,有,商業用,
松德路,2022/6/30,3900,71.5,54.57,73.74%,住宅大樓(11層含以上有電梯),29,九層/三十層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,商業用,
松德路,2022/4/8,4150,68,61.01,94.02%,住宅大樓(11層含以上有電梯),29,三層/三十層,房地(土地+建物)+車位,土:1 建:1車:1,4房1廳1衛,,有,有,商業用,陽台外推;
松德路,2022/3/13,6300,82.9,76.01,67.17%,住宅大樓(11層含以上有電梯),29,"十二層,十三層/三十層",房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,商業用,(3)建築物含有：栽植槽、露台、原12樓挑空區域加蓋填滿陽台外推;
松德路,2020/8/10,5820,106.6,54.58,92.48%,住宅大樓(11層含以上有電梯),29,一層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,4房1衛,,有,有,商業用,
松德路,2020/3/16,2800,62.1,45.12,80.77%,住宅大樓(11層含以上有電梯),29,十二層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,有,住家用,
松德路,2020/2/10,8538,93.3,91.52,82.02%,住宅大樓(11層含以上有電梯),29,八層/十六層,房地(土地+建物)+車位,土:1 建:1車:1,5房2廳3衛,,有,,住家用,含增建或未登記建物。;
松德路,2019/11/13,6300,86,73.25,69.09%,住宅大樓(11層含以上有電梯),29,三層/十三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2019/6/21,2188,63.8,34.27,97.40%,住宅大樓(11層含以上有電梯),29,十層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,2房2廳1衛,,有,,住家用,
松德路,2019/4/13,4200,57.8,72.71,98.17%,住宅大樓(11層含以上有電梯),29,四層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,5房2廳2衛,,有,,住家用,親友、員工或其他特殊關係間之交易。;
松德路,2019/4/9,1980,61.9,31.97,68.17%,華廈(10層含以下有電梯),29,三層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,,住家用,含增建或未登記建物。
松德路,2023/6/26,3730,68.7,54.3,83.99%,住宅大樓(11層含以上有電梯),28,八層/二十一層,房地(土地+建物)+車位,土:2 建:1車:1,,,有,有,其他,
松德路,2023/4/14,5388,78.7,68.47,89.03%,住宅大樓(11層含以上有電梯),28,十二層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,有,住家用,
松德路,2022/10/19,5900,84,70.27,75.96%,住宅大樓(11層含以上有電梯),28,十二層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,有,住家用,
松德路,2022/6/1,5850,78.6,74.38,77.21%,住宅大樓(11層含以上有電梯),28,九層/二十三層,房地(土地+建物)+車位,土:3 建:1車:2,2房1廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2022/6/1,6057,73,82.99,80.87%,住宅大樓(11層含以上有電梯),28,九層/二十三層,房地(土地+建物)+車位,土:3 建:1車:3,3房1廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
松德路,2021/11/21,5250,71.7,73.26,72.00%,住宅大樓(11層含以上有電梯),28,"十九層,二十層/三十層",房地(土地+建物)+車位,土:1 建:1車:2,6房2廳4衛,,有,有,商業用,陽台外推;其他增建;
松德路,2021/10/28,3000,129.3,23.2,62.50%,住宅大樓(11層含以上有電梯),28,一層/三十層,房地(土地+建物),土:1 建:1車:0,1廳1衛,,有,有,商業用,
松德路,2021/9/30,4700,64.6,72.8,86.41%,住宅大樓(11層含以上有電梯),28,"十五層,十六層/三十層",房地(土地+建物)+車位,土:1 建:1車:1,5房2廳2衛,,有,有,商業用,
松德路,2021/4/27,4538,66.9,67.86,73.46%,住宅大樓(11層含以上有電梯),28,三層/三十層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳1衛,,有,有,商業用,
松德路,2021/3/19,5050,68.1,74.15,53.84%,住宅大樓(11層含以上有電梯),28,"十七層,十八層/三十層",房地(土地+建物)+車位,土:2 建:1車:1,2衛,,有,有,商業用,現況車位編號：123、124號，其中124號因機械臂故障無法使用。其他增建;
松德路,2020/10/6,3260,63.1,51.68,88.45%,住宅大樓(11層含以上有電梯),28,六層/十二層,房地(土地+建物)+車位,土:2 建:2車:1,2房2廳,,有,有,商業用,
松德路,2019/8/29,11600,85.6,135.52,75.67%,住宅大樓(11層含以上有電梯),28,十一層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,,住家用,含增建或未登記建物。;
松德路,2019/2/13,2398,45,53.31,81.86%,華廈(10層含以下有電梯),28,二層/八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,
松德路,2019/1/23,2600,56.2,46.29,92.39%,住宅大樓(11層含以上有電梯),28,八層/十二層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,,住家用,含增建或未登記建物。依仲介公司提供之資料登錄
松德路,2021/11/15,4400,84.7,51.97,82.29%,住宅大樓(11層含以上有電梯),27,二層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
松德路,2021/5/10,4750,77.9,60.94,73.52%,住宅大樓(11層含以上有電梯),27,五層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,3房2廳2衛,,有,有,住家用,
松德路,2021/5/9,6745,91.8,73.44,76.40%,住宅大樓(11層含以上有電梯),27,十七層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,有,住家用,陽台外推;
松德路,2020/9/7,4300,60.6,70.95,68.34%,住宅大樓(11層含以上有電梯),27,"九層,十層/三十層",房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,,有,有,商業用,
松德路,2020/8/5,5500,72.4,76.01,67.17%,住宅大樓(11層含以上有電梯),27,"十二層,十三層/三十層",房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,商業用,
松德路,2020/6/19,2214,65.1,34.01,66.57%,住宅大樓(11層含以上有電梯),27,二十六層/三十層,房地(土地+建物),土:1 建:2車:0,2房1廳1衛,,有,有,辦公用,
松德路,2020/3/11,4300,58.5,73.46,75.33%,住宅大樓(11層含以上有電梯),27,三層/三十層,房地(土地+建物)+車位,土:1 建:2車:1,3房2廳1衛,,有,,商業用,
松德路,2020/1/14,5388,65,82.85,,辦公商業大樓,27,"十七層,十八層/三十層",房地(土地+建物)+車位,土:1 建:1車:2,2房2廳3衛,,有,,商業用,
松德路,2019/11/25,4392,61.4,71.49,82.60%,住宅大樓(11層含以上有電梯),27,"十層,十一層/三十層",房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,商業用,
松德路,2021/11/15,10998,72.1,152.46,62.54%,住宅大樓(11層含以上有電梯),26,十四層/二十一層,房地(土地+建物)+車位,土:2 建:1車:1,,,有,有,辦公用,
松德路,2021/11/15,4106,75.1,54.68,57.03%,住宅大樓(11層含以上有電梯),26,十四層/二十一層,房地(土地+建物),土:2 建:1車:0,,,有,有,辦公用,
松德路,2021/11/15,4218,75.1,56.2,58.46%,住宅大樓(11層含以上有電梯),26,十四層/二十一層,房地(土地+建物),土:2 建:1車:0,,,有,有,其他,
松德路,2021/11/5,4698,71.1,66.04,65.24%,住宅大樓(11層含以上有電梯),26,十三層/二十一層,房地(土地+建物)+車位,土:2 建:1車:2,3房1廳,,有,有,其他,
松德路,2021/1/9,6050,79.4,76.22,75.07%,住宅大樓(11層含以上有電梯),26,四層/二十三層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳2衛,,有,有,住家用,
松德路,2020/11/21,5458,89.1,61.25,60.37%,住宅大樓(11層含以上有電梯),26,十七層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,住家用,
